1: 0.291094 0.0161635 0.459767 0.497583 0.0813228 1.19175 0.58117
-1: 0.918405 0.0382006 0.0371226 1.11917 1.06546 0.709596 0.574534
1: 1.00003 0.223602 0.882783 0.138064 0.83839 0.426725 0.76596
1: 1.08985 0.3528 0.317966 0.452993 0.649944 0.0111382 1.19936
-1: 0.0154823 1.011 1.02296 0.560413 0.0643287 1.1721 0.236106
-1: 1.02837 0.173057 0.960795 0.875277 1.18295 0.220087 0.599712
-1: 0.563834 1.16519 0.540924 0.11495 1.1689 0.468282 0.816804
1: 0.0320032 0.277489 0.562487 0.117552 0.498492 0.955553 0.379683
-1: 0.934241 0.994192 0.584569 0.442859 0.723415 0.0291172 0.973334
-1: 0.426951 0.967331 0.329853 1.03178 1.14122 0.932731 0.817005
-1: 1.00222 1.15336 0.84651 0.0885015 0.644229 1.14862 0.501678
1: 0.502532 0.45794 1.00431 0.288075 0.871453 0.517935 0.140029
-1: 0.268696 0.371506 0.293762 0.452441 0.969047 0.377684 0.930275
-1: 0.340001 1.19562 0.759441 0.721093 0.611376 1.00095 0.239331
-1: 0.043177 0.876006 0.237493 0.351837 0.924416 0.2577 0.371064
-1: 0.0727952 0.669108 0.5003 0.139134 0.822654 1.15194 1.07171
-1: 0.16336 1.19736 0.033568 0.177678 0.62757 0.769607 1.18698
-1: 0.69376 0.816637 0.809974 0.434456 1.09765 0.636443 1.10113
1: 0.339731 0.250786 0.566179 0.967894 0.194027 0.617158 0.975741
1: 0.0770022 0.575549 0.0519714 1.0835 0.353402 0.822876 0.0792399
1: 0.985464 0.291329 0.372309 0.591065 0.427415 0.369589 0.476378
-1: 0.0850993 1.06382 0.820839 0.633872 1.08338 0.823804 0.0759792
1: 0.182568 0.028518 0.502732 0.209752 0.903302 0.58838 0.897293
1: 0.395129 0.141093 0.141753 0.449982 0.452364 0.874494 0.0173772
-1: 0.458415 0.5886 0.993092 0.0955976 1.10876 0.141651 1.1259
-1: 0.235168 0.871341 1.02944 0.124365 1.00669 0.678132 0.972481
-1: 0.488363 1.12197 0.193049 0.979266 0.518088 0.297721 0.996627
1: 0.715462 0.774935 0.729803 0.59456 0.365259 0.906753 0.994333
1: 0.546661 0.525774 1.07692 0.142733 0.118792 0.936895 1.19704
1: 0.64778 0.838619 0.673533 0.461743 0.111092 1.11526 0.231178
-1: 1.00951 1.16325 0.382136 0.153599 0.346064 1.09192 0.334863
-1: 0.0501759 0.906609 0.9708 1.03949 1.16825 0.376305 0.561355
-1: 0.291652 0.988131 0.719539 0.892437 0.393199 0.0998121 1.14137
1: 0.987698 0.632544 0.372962 0.776357 0.63422 0.943318 1.14299
-1: 0.618372 0.983105 0.248499 0.529405 0.908604 0.900685 1.0096
1: 0.299462 0.261034 0.00211396 0.729318 0.854992 1.04529 0.268532
1: 0.0179697 0.816835 0.543143 0.210433 0.346079 0.157668 0.326767
1: 0.780012 0.863568 1.1889 0.642457 0.177602 0.563539 1.00667
1: 0.375872 0.477873 0.00633587 0.886958 0.696127 1.00032 0.417374
1: 0.799264 0.425997 0.528067 0.0179005 0.85398 0.848121 0.762693
-1: 0.175638 1.14911 0.220528 0.815664 0.0577522 1.04205 0.87647
-1: 0.825326 0.447911 0.446004 0.796374 1.0626 0.70409 0.437632
1: 0.487302 0.0894681 0.0907756 0.465201 0.637558 0.636108 0.274815
-1: 0.0235216 0.527261 0.87208 0.249949 0.899066 0.200101 0.690156
1: 0.253499 0.556323 0.92308 0.601183 0.0814182 0.395366 0.516115
1: 0.742197 0.0998515 0.604748 1.1937 0.850864 0.0754443 0.792935
-1: 0.852772 0.939077 0.67412 0.740324 1.02235 1.05159 0.499934
-1: 1.19327 0.901917 0.124707 0.74725 1.02513 0.915774 0.206708
-1: 0.136728 1.19146 0.497177 0.456172 0.075001 0.541117 0.947479
1: 0.27415 0.83675 0.464253 0.297178 0.277802 1.01914 1.08311
1: 0.964713 0.736241 0.79615 0.886163 0.543483 1.11721 0.523366
1: 0.206148 0.327682 0.558264 1.14655 0.44343 0.728877 0.639876
1: 1.19961 0.690323 0.666258 0.606 0.648971 0.457076 0.869261
1: 0.875928 0.125368 1.06289 0.767486 0.345023 0.399536 1.00179
-1: 1.0322 1.04351 0.307791 1.046 0.141241 0.231497 0.366837
1: 1.03091 0.955222 0.809584 1.08027 0.134817 0.266097 1.09853
-1: 1.05608 0.342947 0.308784 0.92539 1.03412 0.773084 0.821149
1: 1.05951 0.443606 0.0794967 0.501384 0.362133 1.17656 0.842435
-1: 0.00883797 0.93973 0.843982 0.807226 1.04463 1.0436 0.629322
-1: 0.212624 1.17641 0.770564 0.471676 0.261494 0.536696 1.04228
-1: 0.037968 0.928471 0.0117838 0.0509605 0.89379 0.334612 0.628022
-1: 1.16374 0.122793 0.983624 0.564545 1.11238 1.02589 0.511925
1: 1.1217 0.465423 0.758677 1.08763 0.176822 0.648326 0.411747
-1: 1.03164 0.045539 0.974256 0.325783 1.02671 1.04446 0.649053
1: 0.64177 0.629197 0.507647 0.025529 0.665349 0.915654 0.598427
1: 0.561524 0.741123 0.055265 0.0388757 0.584369 0.6856 0.474126
1: 0.627508 0.927003 0.54376 0.970674 0.113742 0.0634612 0.992323
1: 0.364423 0.0512291 0.607696 0.343151 0.13123 1.17922 0.023574
-1: 0.208094 0.629215 0.811025 0.103733 1.04782 0.645908 0.574511
-1: 0.60784 0.359808 0.495604 0.413033 1.04591 1.00673 0.122606
1: 0.235799 0.666467 0.509196 0.857088 0.280007 0.872872 0.363242
-1: 0.610181 0.110549 0.390409 1.19814 1.19934 0.854101 0.479937
-1: 1.09833 0.0823016 0.843695 0.77546 1.16036 0.985839 0.597376
-1: 0.903263 1.14355 0.435852 0.561423 0.239423 0.383529 0.764702
-1: 0.352344 1.05274 0.627907 0.441333 0.285431 0.839364 1.1988
1: 0.24343 0.530616 0.867573 0.0951153 0.202383 0.647139 0.858732
1: 0.302285 0.900816 0.808923 0.76469 0.13953 0.277206 0.607986
1: 0.426946 0.878711 0.10117 1.1616 0.154049 0.702749 0.698346
-1: 1.10662 0.232393 1.03745 0.373902 0.973505 0.893158 0.514871
-1: 0.23561 1.10115 0.703084 0.329369 0.103351 0.625839 0.472005
-1: 0.99151 1.10673 0.793439 0.933923 0.452113 0.257749 1.19342
1: 1.08481 0.751701 0.238102 0.976265 0.490533 0.393216 0.38915
1: 0.440781 0.614217 0.744462 0.964622 0.409892 1.05486 0.300355
-1: 0.859394 0.640858 0.901509 0.464008 0.985865 1.0257 0.955948
-1: 1.01386 0.0237318 0.459899 0.325356 1.0601 0.744473 1.15776
-1: 0.499428 1.08301 0.46831 0.0892792 0.515658 0.268548 0.287491
-1: 0.662568 0.976987 0.620216 0.771095 0.986543 0.430443 0.851586
-1: 0.201474 0.968973 0.333601 0.430857 0.615743 1.18719 0.666275
1: 0.881251 0.780365 0.794015 1.01094 0.0865611 0.432368 0.803223
-1: 0.968033 0.127898 0.374809 0.616451 1.09824 0.962349 0.59509
1: 0.870321 0.68516 0.286875 1.10897 0.00598381 0.969978 0.424311
-1: 1.00186 1.00776 0.545442 0.449606 0.130417 0.711369 0.37712
-1: 1.05637 0.426846 0.392564 0.221326 1.02632 0.551567 0.184945
1: 0.367823 0.807511 1.03079 0.0308695 0.423752 1.19852 0.344528
1: 0.484457 0.268001 0.691269 0.962751 0.153006 1.17224 0.271011
1: 0.886248 0.776234 0.971778 0.674005 0.00157875 0.134087 0.00341957
1: 1.07271 0.306326 0.419864 0.651196 0.651133 0.791192 0.365468
1: 0.825473 0.520806 0.388309 0.707786 0.161323 0.554988 0.0841528
-1: 0.75587 0.702511 0.304409 0.605655 0.835582 0.0194242 0.0628405
1: 0.159456 0.378701 0.0302881 0.252377 0.891884 0.689903 0.805208
1: 0.729854 0.255539 0.0373326 1.04825 0.695345 1.07045 0.625862
1: 0.855147 0.050236 0.716398 0.902378 0.660584 0.0428712 0.536345
-1: 1.15141 0.576214 0.42936 0.659006 1.10864 0.565245 0.877802
1: 0.414186 0.0196862 0.866544 0.810707 0.754488 0.284998 0.764241
-1: 0.995843 0.728741 0.745545 1.17087 1.1677 0.745485 0.159284
1: 1.08766 0.739654 0.562053 0.0173716 0.364152 0.294864 0.980349
1: 0.729949 0.647046 0.509627 0.901726 0.516972 0.753711 0.41432
-1: 1.07194 0.548141 0.199118 0.972153 0.975046 0.400964 1.00141
1: 0.659232 0.106624 0.423075 0.628557 0.550206 0.104658 0.980486
1: 0.622064 0.62429 0.844823 0.532783 0.084007 0.705778 0.00870617
-1: 1.12466 1.02996 0.455306 1.13239 0.0634668 1.08665 0.563076
1: 0.411056 0.226006 0.48011 0.402511 0.598575 0.644233 0.0318139
-1: 0.695751 0.684865 0.125383 0.10694 0.936642 0.536906 0.97833
1: 0.389105 0.880303 0.445188 0.28203 0.0816836 0.0567533 1.05348
1: 1.03145 0.389494 0.224259 1.11444 0.827341 0.72029 0.320178
-1: 0.425454 1.01094 0.0915856 0.879628 1.10184 0.221418 0.164464
-1: 0.546607 0.819095 0.129391 0.270641 0.667929 1.07865 0.550471
1: 0.966627 0.504262 0.728354 0.237502 0.502216 1.14409 1.1606
1: 0.258159 0.875602 0.638498 0.834374 0.11735 0.695515 0.315121
1: 0.634024 0.0372998 0.497907 0.715929 0.210918 0.0989649 0.102333
-1: 0.303004 0.995439 1.15013 0.552482 1.16006 0.730458 0.815428
-1: 0.890234 0.560035 0.900983 0.026688 0.945936 0.750585 0.685723
1: 0.153755 0.553804 0.577701 0.223735 0.707213 0.123901 0.396517
-1: 0.667981 0.748819 0.995293 1.08653 0.87707 0.107771 0.508091
-1: 0.292007 0.967227 0.980471 0.379224 0.417185 0.0206434 0.15303
-1: 0.369058 1.15256 0.689536 0.638683 0.349356 0.0302539 0.876528
-1: 0.604508 0.761507 0.645801 1.18206 0.876527 0.588561 0.34011
1: 0.624397 0.236551 0.110004 0.837323 0.482 0.96965 0.902194
1: 1.17976 0.61349 0.5192 0.99466 0.0580619 0.246332 0.0963756
1: 0.985215 0.908836 0.0103319 0.848589 0.226954 0.817136 0.810029
-1: 0.15293 1.09893 0.556877 0.629475 0.384751 0.912641 0.352977
1: 0.887153 0.374749 0.810531 0.198948 0.512529 0.477093 0.110403
1: 0.348525 0.461171 0.0984537 1.11066 0.86594 0.255692 0.223321
1: 0.964206 0.605905 0.247039 1.17645 0.149493 0.932326 1.19615
1: 0.0207941 0.287261 0.399315 0.894004 0.321074 1.09297 0.0228117
-1: 0.596887 1.08813 0.199933 0.277124 0.426307 0.935367 0.706162
1: 0.47304 0.381076 0.34896 0.570931 0.435047 0.232264 0.0530355
-1: 0.967084 0.976511 1.02176 0.677451 0.312282 0.915959 0.91505
-1: 0.052973 1.11692 0.467792 0.98393 0.918529 0.912617 1.15925
1: 0.336722 0.0844424 0.823155 1.15787 0.00136701 0.175359 0.055773
1: 0.176659 0.304839 0.62934 0.519581 0.193694 1.01578 1.09677
-1: 0.21876 1.09115 0.569766 0.0552554 1.07695 0.614917 0.509241
-1: 0.419436 0.660259 0.573854 0.371832 0.988136 0.799387 0.093567
1: 0.580938 0.631918 0.645832 0.4969 0.600537 0.0223496 0.030008
1: 0.345022 0.384913 0.0365835 0.459219 0.901606 0.885485 1.14266
1: 1.04308 0.24066 0.769432 0.650706 0.81994 1.13203 0.10462
-1: 0.340285 1.17838 0.206692 1.08057 0.359656 0.334982 0.837354
-1: 1.00332 0.406948 0.77719 0.231967 1.06539 0.765769 0.274182
1: 0.179944 0.323362 1.13793 0.765398 0.0489128 0.0768087 0.924528
-1: 0.949234 0.970775 0.607422 0.535272 1.12216 0.971792 0.904222
1: 0.46454 0.318003 1.07224 0.740663 0.722167 0.665477 0.664162
-1: 0.162488 0.943542 0.109179 0.169707 1.06504 0.947683 0.113858
1: 0.81033 0.41681 0.930919 0.357286 0.107033 0.104839 0.437052
-1: 0.336917 0.967179 0.169625 0.885606 0.781142 0.648916 0.723058
1: 0.0339337 0.323325 0.517864 0.142134 0.852688 0.727617 1.05495
-1: 0.538403 0.938739 0.985179 0.311349 0.847279 1.0226 0.391663
1: 0.674484 0.852659 0.235204 0.265625 0.367225 0.356659 0.36235
1: 0.0124312 0.131752 0.355433 0.163837 0.814612 0.375749 0.811439
-1: 1.05275 0.786833 0.300274 0.709346 1.1724 0.58343 0.516251
1: 0.637411 0.566059 0.159651 0.0502049 0.193725 0.335349 1.01699
1: 0.935921 0.422269 0.268696 0.367383 0.599655 0.799557 0.552158
1: 0.515903 0.782576 0.756897 1.16969 0.506094 0.324875 0.182482
1: 0.97241 0.486787 1.03059 0.312417 0.791432 0.790341 0.469011
-1: 1.07434 1.15857 0.941184 0.0772433 1.0274 0.785188 0.261936
1: 0.765861 0.624602 0.078851 0.448899 0.246363 0.620664 1.10164
-1: 0.50937 0.182669 0.525823 0.702846 1.13598 0.357412 1.01916
-1: 0.176031 0.561048 1.13224 1.15329 0.898325 0.947909 0.303104
1: 0.271989 0.512026 0.413392 1.07402 0.662522 0.214404 1.09383
1: 0.00195267 0.418449 0.869471 0.793972 0.286977 0.420237 0.922128
-1: 0.19834 1.09372 0.502493 0.997266 0.657774 0.806954 0.0784569
-1: 1.02572 1.19377 0.931556 0.256021 0.936648 0.64306 0.704273
-1: 1.11745 1.02723 0.28689 0.15685 0.97604 0.306227 1.15821
1: 0.832014 0.0582722 0.180163 0.396011 0.549619 1.05252 0.56172
-1: 0.42724 1.02606 0.988106 0.301 0.914603 0.931779 0.408057
-1: 0.215047 1.08833 1.18056 0.845634 0.963166 1.12753 0.0192178
1: 0.194244 0.653593 0.135778 0.82718 0.422466 1.18184 0.817083
-1: 1.10743 0.510284 1.14609 1.171 1.03641 0.972127 0.532324
-1: 0.771364 0.719542 0.938569 0.529538 0.739823 1.00871 0.930902
-1: 0.0655722 0.472748 0.276544 0.278955 1.19712 0.857635 1.06624
1: 0.625241 0.0303477 0.0536665 0.773423 0.523614 0.785786 0.704674
1: 0.655919 0.831442 0.0423942 0.918915 0.210169 0.714651 0.346956
1: 0.494687 0.603075 0.677042 0.643919 0.752771 0.226893 0.982938
-1: 1.0384 0.749961 0.98628 0.802377 1.14951 0.97744 1.02813
1: 1.02388 0.350743 0.536424 0.0767604 0.111409 0.457042 0.306946
-1: 0.0436955 1.18969 0.80129 0.880799 0.390236 0.700315 0.586518
-1: 0.8006 0.0805702 0.543726 0.402968 1.07828 0.266842 0.412513
1: 0.707662 0.477355 0.904143 0.325864 0.000261785 0.799816 0.103278
1: 0.591063 0.397325 1.0331 0.525035 0.667072 1.08035 0.166559
-1: 0.956731 0.98432 0.264983 0.368733 0.493781 0.976451 0.00716885
1: 0.486902 0.554007 0.397076 0.462141 0.797143 0.784598 1.14672
-1: 0.899908 1.14864 0.777097 1.07514 0.315955 0.252836 0.20648
1: 1.10797 0.0744335 0.604053 0.324373 0.136145 0.992071 0.937873
1: 0.836735 0.21174 0.709367 0.325445 0.147823 0.467851 0.777942
1: 0.869925 0.0333787 0.595207 0.438011 0.85278 1.06577 0.00783479
1: 0.87928 0.0506865 1.08763 0.211242 0.751518 0.763954 0.974924
1: 0.755849 0.356758 0.828005 1.07373 0.590053 0.22841 0.0839068
-1: 0.222401 1.09324 0.873671 0.58962 0.137104 0.313418 0.818147
1: 1.00316 0.0274256 0.142191 0.610758 0.204875 0.533829 0.869492
-1: 1.15977 0.605349 0.50627 0.878914 1.0997 0.183335 0.911401
1: 1.1195 0.556627 0.031279 0.105356 0.723646 0.316891 0.390515
1: 0.588689 0.0880443 0.159892 0.508259 0.70487 0.353203 1.08035
-1: 0.289298 1.03756 0.991467 0.383272 0.0507638 1.18691 0.767758
1: 0.106751 0.156575 1.15576 0.383457 0.76522 0.660473 0.572093
-1: 0.774849 0.4821 0.2502 0.306212 0.90611 0.989397 0.401876
1: 0.725573 0.310866 1.12389 0.0701638 0.843006 0.00313395 1.07237
1: 0.572587 0.66859 0.19126 0.908783 0.323254 0.524299 0.292831
-1: 0.409663 0.814058 0.667748 0.436316 1.17132 0.314215 1.0054
1: 0.546368 0.408168 0.886191 1.0058 0.0121995 1.03647 0.819821
-1: 0.327717 1.14015 0.928482 0.196893 0.782726 0.870871 0.327532
1: 0.438721 0.786412 0.422056 0.291907 0.483136 0.868758 0.817026
1: 0.147957 0.314069 0.964981 0.433269 0.356602 0.602054 0.325826
1: 0.558719 0.384246 0.823807 0.122449 0.00133936 0.910679 0.983755
1: 0.368501 0.195366 0.320493 0.924435 0.585469 1.17363 0.823689
-1: 0.536633 1.1922 0.949857 0.651181 0.406283 0.405182 1.10184
1: 0.264366 0.79123 1.00637 0.107559 0.542883 0.631072 0.829965
-1: 0.416675 1.05743 0.187363 0.210262 1.07764 0.242936 0.62013
-1: 0.520161 0.343384 0.457519 1.12017 1.07022 0.437836 0.313383
1: 0.229451 0.783346 0.497332 0.662728 0.0722665 0.182463 0.656616
1: 0.537036 0.755839 0.179594 0.433402 0.187173 0.618747 0.08301
-1: 0.748598 0.882833 0.968417 0.576791 0.533473 0.877277 1.18889
-1: 0.421801 0.801203 0.627085 1.02485 1.13638 1.14257 0.830426
-1: 0.97513 0.61326 0.268814 1.1598 1.17407 0.989028 0.201983
-1: 1.12056 0.486729 0.0623859 0.920031 0.954781 0.599061 0.420964
1: 1.14581 0.0502835 0.315514 0.0471586 0.59537 0.789781 0.654781
1: 0.910507 0.494979 0.718595 0.626101 0.0875989 1.07497 0.998122
1: 0.62943 0.825775 0.798868 0.966768 0.465039 0.31292 0.849311
-1: 0.36261 0.784654 0.885404 0.984372 1.14426 0.32354 0.538277
1: 0.018012 0.327651 0.0259834 1.10373 0.818741 0.183025 0.500739
-1: 0.322599 0.329521 0.262227 0.842284 1.06349 0.020583 0.338497
1: 1.12558 0.834645 1.07294 0.421698 0.270033 0.036654 0.44328
1: 0.611419 0.521406 0.871496 0.0377485 0.83871 1.00587 0.108359
1: 0.788335 0.341893 0.594125 0.266515 0.92275 1.06278 0.155491
1: 0.937546 0.130678 0.305183 0.417222 0.649273 0.731249 0.899747
-1: 0.848457 0.41958 0.678447 0.26702 1.00204 0.522438 0.207295
